"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210605","중앙선","용문","4166","4406","20210608",""
"20210605","중앙선","지평","60","86","20210608",""
"20210605","7호선","반포","4341","4122","20210608",""
"20210605","7호선","논현","11317","12190","20210608",""
"20210605","7호선","학동","10356","11046","20210608",""
"20210605","7호선","강남구청","9810","10840","20210608",""
"20210605","7호선","청담","11070","11920","20210608",""
"20210605","7호선","뚝섬유원지","11019","10627","20210608",""
"20210605","7호선","건대입구","10650","10595","20210608",""
"20210605","7호선","어린이대공원(세종대)","9474","9284","20210608",""
"20210605","7호선","군자(능동)","10537","8003","20210608",""
"20210605","7호선","중곡","6800","6320","20210608",""
"20210605","7호선","용마산(용마폭포공원)","4428","4548","20210608",""
"20210605","7호선","사가정","12477","11879","20210608",""
"20210605","7호선","면목","11262","10703","20210608",""
"20210605","7호선","상봉(시외버스터미널)","13064","12488","20210608",""
"20210605","7호선","중화","8130","7578","20210608",""
"20210605","7호선","먹골","8134","7929","20210608",""
"20210605","7호선","태릉입구","6682","6280","20210608",""
"20210605","7호선","공릉(서울과학기술대)","8991","8980","20210608",""
"20210605","7호선","하계","12080","11227","20210608",""
"20210605","7호선","중계","9255","8236","20210608",""
"20210605","7호선","노원","15603","16259","20210608",""
"20210605","7호선","마들","8882","8326","20210608",""
"20210605","7호선","수락산","10542","10221","20210608",""
"20210605","1호선","서울역","28250","28352","20210608",""
"20210605","7호선","도봉산","6765","9572","20210608",""
"20210605","7호선","장암","1820","1199","20210608",""
"20210605","6호선","봉화산(서울의료원)","5101","5033","20210608",""
"20210605","6호선","화랑대(서울여대입구)","6827","5782","20210608",""
"20210605","6호선","태릉입구","4106","4324","20210608",""
"20210605","6호선","석계","8811","8551","20210608",""
"20210605","6호선","돌곶이","5890","5559","20210608",""
"20210605","6호선","상월곡(한국과학기술연구원)","4241","3682","20210608",""
"20210605","6호선","월곡(동덕여대)","7156","6955","20210608",""
"20210605","6호선","고려대(종암)","5255","4735","20210608",""
"20210605","6호선","안암(고대병원앞)","6026","5975","20210608",""
"20210605","6호선","보문","5135","4561","20210608",""
"20210605","6호선","창신","2165","1810","20210608",""
"20210605","6호선","동묘앞","7717","7110","20210608",""
"20210605","6호선","신당","5526","4681","20210608",""
"20210605","6호선","청구","2374","2405","20210608",""
"20210605","6호선","약수","2373","2486","20210608",""
"20210605","6호선","버티고개","1516","1525","20210608",""
"20210605","6호선","한강진","7309","9192","20210608",""
"20210605","6호선","이태원","11329","12202","20210608",""
"20210605","6호선","녹사평(용산구청)","5175","5420","20210608",""
"20210605","6호선","삼각지","5260","3967","20210608",""
"20210605","6호선","효창공원앞","4633","4095","20210608",""
"20210605","6호선","공덕","9583","9176","20210608",""
"20210605","6호선","대흥(서강대앞)","5275","5190","20210608",""
"20210605","6호선","광흥창(서강)","5025","4716","20210608",""
"20210605","6호선","상수","7645","9021","20210608",""
"20210605","6호선","합정","12039","11247","20210608",""
"20210605","6호선","망원","12908","14459","20210608",""
"20210605","6호선","마포구청","9452","8229","20210608",""
"20210605","6호선","월드컵경기장(성산)","4720","4945","20210608",""
"20210605","6호선","디지털미디어시티","7135","7116","20210608",""
"20210605","6호선","증산(명지대앞)","7288","7169","20210608",""
"20210605","6호선","새절(신사)","9031","8549","20210608",""
"20210605","6호선","구산","5269","3999","20210608",""
"20210605","6호선","연신내","2","0","20210608",""
"20210605","6호선","독바위","2014","2331","20210608",""
"20210605","6호선","불광","3902","3639","20210608",""
"20210605","6호선","역촌","2547","2917","20210608",""
"20210605","6호선","응암","12480","12289","20210608",""
"20210605","5호선","하남검단산","4943","4962","20210608",""
"20210605","5호선","하남시청(덕풍·신장)","4398","4243","20210608",""
"20210605","5호선","하남풍산","2733","2714","20210608",""
"20210605","5호선","미사","11160","10991","20210608",""
"20210605","5호선","강일","2415","2224","20210608",""
"20210605","5호선","마천","4551","4603","20210608",""
"20210605","5호선","거여","5165","5032","20210608",""
"20210605","5호선","개롱","4464","4728","20210608",""
"20210605","5호선","오금","2155","1983","20210608",""
"20210605","5호선","방이","5191","5011","20210608",""
"20210605","5호선","올림픽공원(한국체대)","3077","3078","20210608",""
"20210605","5호선","둔촌동","6241","6100","20210608",""
"20210605","5호선","상일동","9548","8757","20210608",""
"20210605","5호선","고덕","6025","5886","20210608",""
"20210605","5호선","명일","5979","6061","20210608",""
"20210605","5호선","굽은다리(강동구민회관앞)","7063","6563","20210608",""
"20210605","5호선","길동","5857","5926","20210608",""
"20210605","5호선","강동","12112","11338","20210608",""
"20210605","5호선","천호(풍납토성)","16071","15298","20210608",""
"20210605","5호선","광나루(장신대)","10372","10004","20210608",""
"20210605","5호선","아차산(어린이대공원후문)","12900","12342","20210608",""
"20210605","5호선","군자(능동)","8169","8805","20210608",""
"20210605","5호선","장한평","10997","10441","20210608",""
"20210605","5호선","답십리","10064","9006","20210608",""
"20210605","5호선","마장","3984","3737","20210608",""
"20210605","5호선","왕십리(성동구청)","3603","4161","20210608",""
"20210605","5호선","행당","5601","4896","20210608",""
"20210605","5호선","신금호","4132","4116","20210608",""
"20210605","5호선","청구","2507","2240","20210608",""
"20210605","5호선","동대문역사문화공원(DDP)","891","1187","20210608",""
"20210605","5호선","을지로4가","3345","3761","20210608",""
"20210605","5호선","종로3가","11506","12171","20210608",""
"20210605","5호선","광화문(세종문화회관)","13491","14078","20210608",""
"20210605","5호선","서대문","6707","6590","20210608",""
"20210605","5호선","충정로(경기대입구)","1969","1846","20210608",""
"20210605","5호선","애오개","3699","3553","20210608",""
"20210605","5호선","공덕","6736","6963","20210608",""
"20210605","5호선","마포","6854","6787","20210608",""
"20210605","5호선","여의나루","14222","15665","20210608",""
"20210605","5호선","여의도","11105","11963","20210608",""
"20210605","5호선","신길","2481","2528","20210608",""
"20210605","5호선","영등포시장","6649","7025","20210608",""
"20210605","5호선","영등포구청","2008","1848","20210608",""
"20210605","5호선","양평","3582","3396","20210608",""
"20210605","5호선","오목교(목동운동장앞)","16410","17018","20210608",""
"20210605","5호선","목동","11496","11424","20210608",""
"20210605","5호선","신정(은행정)","8732","7544","20210608",""
"20210605","5호선","까치산","20789","19605","20210608",""
"20210605","5호선","화곡","19577","18039","20210608",""
"20210605","5호선","우장산","9740","9543","20210608",""
"20210605","5호선","발산","12786","13815","20210608",""
"20210605","5호선","마곡","5253","5178","20210608",""
"20210605","5호선","송정","5028","4850","20210608",""
"20210605","5호선","김포공항","7159","7330","20210608",""
"20210605","5호선","개화산","3687","3605","20210608",""
"20210605","5호선","방화","4664","4372","20210608",""
"20210605","4호선","쌍문","21087","19065","20210608",""
"20210605","4호선","창동","19224","20157","20210608",""
"20210605","4호선","노원","15771","17270","20210608",""
"20210605","4호선","상계","13468","12642","20210608",""
"20210605","4호선","당고개","9612","9133","20210608",""
"20210605","4호선","남태령","976","777","20210608",""
"20210605","4호선","사당","19553","16367","20210608",""
"20210605","4호선","총신대입구(이수)","14456","15420","20210608",""
"20210605","4호선","동작(현충원)","3115","3343","20210608",""
"20210605","4호선","이촌(국립중앙박물관)","6225","7091","20210608",""
"20210605","4호선","신용산","9186","10196","20210608",""
"20210605","4호선","삼각지","2973","3858","20210608",""
"20210605","4호선","숙대입구(갈월)","8909","8439","20210608",""
"20210605","4호선","서울역","4873","11058","20210608",""
"20210605","4호선","회현(남대문시장)","16800","18125","20210608",""
"20210605","4호선","명동","12391","14128","20210608",""
"20210605","4호선","충무로","12581","13041","20210608",""
"20210605","4호선","동대문역사문화공원(DDP)","10400","8879","20210608",""
"20210605","4호선","동대문","14139","14231","20210608",""
"20210605","4호선","혜화","23890","24967","20210608",""
"20210605","4호선","한성대입구(삼선교)","10524","10094","20210608",""
"20210605","4호선","성신여대입구(돈암)","15850","15034","20210608",""
"20210605","4호선","길음","13604","12922","20210608",""
"20210605","4호선","미아사거리","21269","20440","20210608",""
"20210605","4호선","미아(서울사이버대학)","10603","9876","20210608",""
"20210605","4호선","수유(강북구청)","25648","24805","20210608",""
"20210605","3호선","오금","3663","3354","20210608",""
"20210605","3호선","경찰병원","3934","3777","20210608",""
"20210605","3호선","가락시장","5989","5696","20210608",""
"20210605","3호선","수서","12445","12676","20210608",""
"20210605","3호선","일원","4883","4651","20210608",""
"20210605","3호선","대청","5688","5261","20210608",""
"20210605","3호선","학여울","1700","1778","20210608",""
"20210605","3호선","대치","8980","8084","20210608",""
"20210605","3호선","도곡","3267","3143","20210608",""
"20210605","3호선","매봉","6033","5843","20210608",""
"20210605","3호선","양재(서초구청)","19675","21258","20210608",""
"20210605","3호선","남부터미널(예술의전당)","20668","21522","20210608",""
"20210605","3호선","교대(법원.검찰청)","6179","3725","20210608",""
"20210605","3호선","고속터미널","44730","45180","20210608",""
"20210605","3호선","잠원","3475","3365","20210608",""
"20210605","3호선","신사","23730","24547","20210608",""
"20210605","3호선","압구정","24345","25316","20210608",""
"20210605","3호선","옥수","7438","7313","20210608",""
"20210605","3호선","금호","5735","5211","20210608",""
"20210605","3호선","약수","9007","8284","20210608",""
"20210605","3호선","동대입구","5657","6222","20210608",""
"20210605","3호선","을지로3가","5106","5909","20210608",""
"20210605","3호선","종로3가","5547","7999","20210608",""
"20210605","3호선","안국","12883","14764","20210608",""
"20210605","3호선","경복궁(정부서울청사)","14076","15505","20210608",""
"20210605","3호선","독립문","5919","6292","20210608",""
"20210605","3호선","무악재","2590","2585","20210608",""
"20210605","3호선","홍제","12845","12018","20210608",""
"20210605","3호선","녹번","9976","8542","20210608",""
"20210605","3호선","불광","12791","14380","20210608",""
"20210605","3호선","연신내","29593","27567","20210608",""
"20210605","3호선","구파발","15126","15435","20210608",""
"20210605","3호선","지축","2694","2588","20210608",""
"20210605","2호선","용두(동대문구청)","1659","1631","20210608",""
"20210605","2호선","신정네거리","7377","7425","20210608",""
"20210605","2호선","양천구청","4431","4497","20210608",""
"20210605","2호선","도림천","823","821","20210608",""
"20210605","2호선","신설동","3181","3110","20210608",""
"20210605","2호선","신답","966","1004","20210608",""
"20210605","2호선","용답","1977","1934","20210608",""
"20210605","2호선","충정로(경기대입구)","5509","5683","20210608",""
"20210605","2호선","아현","7471","7206","20210608",""
"20210605","2호선","이대","9152","9201","20210608",""
"20210605","2호선","신촌","27392","27820","20210608",""
"20210605","2호선","홍대입구","58931","63687","20210608",""
"20210605","2호선","합정","26757","29099","20210608",""
"20210605","2호선","당산","13066","14018","20210608",""
"20210605","2호선","영등포구청","12229","12492","20210608",""
"20210605","2호선","문래","12057","13066","20210608",""
"20210605","2호선","신도림","39208","39413","20210608",""
"20210605","2호선","대림(구로구청)","17800","18842","20210608",""
"20210605","2호선","구로디지털단지","33148","32157","20210608",""
"20210605","2호선","신대방","19516","18892","20210608",""
"20210605","2호선","신림","48665","46427","20210608",""
"20210605","2호선","봉천","16670","15301","20210608",""
"20210605","2호선","서울대입구(관악구청)","36461","35293","20210608",""
"20210605","2호선","낙성대(강감찬)","20728","18832","20210608",""
"20210605","2호선","사당","28289","31610","20210608",""
"20210605","2호선","방배","9621","10086","20210608",""
"20210605","2호선","서초","9739","8044","20210608",""
"20210605","2호선","교대(법원.검찰청)","16354","18257","20210608",""
"20210605","2호선","강남","56876","56592","20210608",""
"20210605","2호선","역삼","17740","19349","20210608",""
"20210605","2호선","선릉","23331","20690","20210608",""
"20210605","2호선","삼성(무역센터)","26592","27259","20210608",""
"20210605","2호선","종합운동장","5527","5822","20210608",""
"20210605","2호선","잠실새내","15581","16094","20210608",""
"20210605","2호선","잠실(송파구청)","56063","53851","20210608",""
"20210605","2호선","잠실나루","7560","7314","20210608",""
"20210605","2호선","강변(동서울터미널)","24790","25474","20210608",""
"20210605","2호선","구의(광진구청)","15881","15104","20210608",""
"20210605","2호선","건대입구","32169","34628","20210608",""
"20210605","2호선","성수","16602","19074","20210608",""
"20210605","2호선","뚝섬","15672","16182","20210608",""
"20210605","2호선","한양대","4273","4275","20210608",""
"20210605","2호선","왕십리(성동구청)","12920","10869","20210608",""
"20210605","2호선","상왕십리","9478","8947","20210608",""
"20210605","2호선","신당","10174","10569","20210608",""
"20210605","2호선","동대문역사문화공원(DDP)","9185","9715","20210608",""
"20210605","2호선","을지로4가","6996","7429","20210608",""
"20210605","2호선","을지로3가","10666","10703","20210608",""
"20210605","2호선","을지로입구","19129","18968","20210608",""
"20210605","2호선","시청","7726","6127","20210608",""
"20210605","1호선","청량리(서울시립대입구)","18294","18460","20210608",""
"20210605","1호선","제기동","14669","15098","20210608",""
"20210605","1호선","신설동","9040","8438","20210608",""
"20210605","1호선","동대문","10867","10148","20210608",""
"20210605","1호선","종로5가","17857","17904","20210608",""
"20210605","1호선","종로3가","22078","20479","20210608",""
"20210605","1호선","종각","17102","16012","20210608",""
"20210605","1호선","동묘앞","11510","11932","20210608",""
"20210605","9호선","흑석(중앙대입구)","5327","5287","20210608",""
"20210605","9호선","동작(현충원)","3903","3686","20210608",""
"20210605","9호선","구반포","1980","2095","20210608",""
"20210605","9호선","신반포","2569","2514","20210608",""
"20210605","9호선","고속터미널","12398","17344","20210608",""
"20210605","9호선","사평","2032","1892","20210608",""
"20210605","9호선","신논현","24486","24181","20210608",""
"20210605","9호선2~3단계","언주","5993","5930","20210608",""
"20210605","9호선2~3단계","선정릉","4744","5395","20210608",""
"20210605","9호선2~3단계","삼성중앙","2941","2843","20210608",""
"20210605","9호선2~3단계","봉은사","10407","10940","20210608",""
"20210605","9호선2~3단계","종합운동장","3300","2975","20210608",""
"20210605","9호선2~3단계","삼전","4622","4273","20210608",""
"20210605","9호선2~3단계","석촌고분","4004","3832","20210608",""
"20210605","9호선2~3단계","석촌","6360","5280","20210608",""
"20210605","9호선2~3단계","송파나루","3757","4204","20210608",""
"20210605","9호선2~3단계","한성백제","1898","1571","20210608",""
"20210605","9호선2~3단계","올림픽공원(한국체대)","6741","6812","20210608",""
"20210605","9호선2~3단계","둔촌오륜","840","796","20210608",""
"20210605","9호선2~3단계","중앙보훈병원","4574","4289","20210608",""
"20210605","경강선","판교","2853","2637","20210608",""
"20210605","경강선","이매","863","639","20210608",""
"20210605","경강선","삼동","1489","1394","20210608",""
"20210605","경강선","경기광주","4981","4674","20210608",""
"20210605","경강선","초월","2285","2113","20210608",""
"20210605","경강선","곤지암","1698","1907","20210608",""
"20210605","경강선","신둔도예촌","1024","1043","20210608",""
"20210605","경강선","이천","2535","2763","20210608",""
"20210605","경강선","부발","1717","1496","20210608",""
"20210605","경강선","세종대왕릉","289","332","20210608",""
"20210605","경강선","여주","2322","2613","20210608",""
"20210605","경부선","서울역","5413","1625","20210608",""
"20210605","경부선","남영","5763","5945","20210608",""
"20210605","경부선","용산","30324","33049","20210608",""
"20210605","경부선","노량진","8373","7650","20210608",""
"20210605","경부선","대방","7793","7805","20210608",""
"20210605","경부선","영등포","35646","37281","20210608",""
"20210605","경부선","신도림","3163","3256","20210608",""
"20210605","경부선","신길","6354","5296","20210608",""
"20210605","경부선","구로","13049","13565","20210608",""
"20210605","경부선","가산디지털단지","6141","8248","20210608",""
"20210605","경부선","금천구청","8824","8645","20210608",""
"20210605","경부선","석수","7276","6754","20210608",""
"20210605","경부선","관악","6087","5694","20210608",""
"20210605","경부선","안양","17492","17463","20210608",""
"20210605","경부선","명학","5032","4887","20210608",""
"20210605","경부선","금정","18106","17779","20210608",""
"20210605","경부선","군포","4465","4001","20210608",""
"20210605","경부선","의왕","6024","5797","20210608",""
"20210605","경부선","성균관대","10391","9985","20210608",""
"20210605","경부선","화서","5546","5424","20210608",""
"20210605","경부선","수원","36010","39115","20210608",""
"20210605","경부선","독산","8326","8290","20210608",""
"20210605","경부선","세류","2525","2433","20210608",""
"20210605","경부선","병점","11945","11903","20210608",""
"20210605","경부선","세마","2148","1855","20210608",""
"20210605","경부선","오산대","2914","2561","20210608",""
"20210605","경부선","오산","9192","8531","20210608",""
"20210605","경부선","진위","1000","872","20210608",""
"20210605","경부선","송탄","4520","4148","20210608",""
"20210605","경부선","서정리","5775","5172","20210608",""
"20210605","경부선","평택지제","2570","2474","20210608",""
"20210605","경부선","평택","13323","12631","20210608",""
"20210605","경부선","성환","2903","2676","20210608",""
"20210605","경부선","직산","653","697","20210608",""
"20210605","경부선","두정","5188","5330","20210608",""
"20210605","경부선","천안","5780","6126","20210608",""
"20210605","경부선","당정","4148","3893","20210608",""
"20210605","경부선","서동탄","989","1047","20210608",""
"20210605","경부선","광명","2543","2191","20210608",""
"20210605","경원선","이촌(국립중앙박물관)","3207","2284","20210608",""
"20210605","경원선","서빙고","1334","1188","20210608",""
"20210605","경원선","한남","2794","2609","20210608",""
"20210605","경원선","옥수","32","40","20210608",""
"20210605","경원선","응봉","1741","1581","20210608",""
"20210605","경원선","왕십리(성동구청)","11831","13531","20210608",""
"20210605","경원선","청량리(서울시립대입구)","15259","16906","20210608",""
"20210605","경원선","외대앞","6053","5949","20210608",""
"20210605","경원선","신이문","6181","5531","20210608",""
"20210605","경원선","석계","6298","6961","20210608",""
"20210605","경원선","광운대","5570","5370","20210608",""
"20210605","경원선","월계","4698","4351","20210608",""
"20210605","경원선","녹천","3468","2854","20210608",""
"20210605","경원선","방학","7457","7346","20210608",""
"20210605","경원선","도봉","4386","4199","20210608",""
"20210605","경원선","도봉산","9623","6551","20210608",""
"20210605","경원선","망월사","6021","6134","20210608",""
"20210605","경원선","회룡","9527","9540","20210608",""
"20210605","경원선","의정부","17162","18121","20210608",""
"20210605","경원선","가능","5008","4797","20210608",""
"20210605","경원선","녹양","3644","3584","20210608",""
"20210605","경원선","양주","6102","5887","20210608",""
"20210605","경원선","덕계","2326","2122","20210608",""
"20210605","경원선","덕정","4345","4078","20210608",""
"20210605","경원선","지행","5354","5334","20210608",""
"20210605","경원선","동두천중앙","2892","2914","20210608",""
"20210605","경원선","보산","1793","1722","20210608",""
"20210605","경원선","동두천","1713","2144","20210608",""
"20210605","경원선","소요산","4238","3739","20210608",""
"20210605","경의선","서울역","1237","1372","20210608",""
"20210605","경의선","신촌","358","401","20210608",""
"20210605","경의선","효창공원앞","1799","1872","20210608",""
"20210605","경의선","공덕","2409","1994","20210608",""
"20210605","경의선","서강대","1684","1471","20210608",""
"20210605","경의선","홍대입구","2001","2350","20210608",""
"20210605","경의선","가좌","3964","3684","20210608",""
"20210605","경의선","디지털미디어시티","1972","1815","20210608",""
"20210605","경의선","수색","1445","1433","20210608",""
"20210605","경의선","화전","1010","1024","20210608",""
"20210605","경의선","강매","1989","1845","20210608",""
"20210605","경의선","행신","5066","5219","20210608",""
"20210605","경의선","능곡","2806","2730","20210608",""
"20210605","경의선","곡산","443","451","20210608",""
"20210605","경의선","백마","4431","4156","20210608",""
"20210605","경의선","풍산","4149","4087","20210608",""
"20210605","경의선","일산","6063","5754","20210608",""
"20210605","경의선","탄현","5188","5007","20210608",""
"20210605","경의선","야당","5334","5351","20210608",""
"20210605","경의선","운정","4751","4543","20210608",""
"20210605","경의선","금릉","3747","3542","20210608",""
"20210605","경의선","금촌","5606","5484","20210608",""
"20210605","경의선","월롱","1341","1272","20210608",""
"20210605","경의선","파주","891","737","20210608",""
"20210605","1호선","시청","9418","10352","20210608",""
"20210605","과천선","선바위","5181","4525","20210608",""
"20210605","과천선","경마공원","1205","1166","20210608",""
"20210605","과천선","대공원","7244","7621","20210608",""
"20210605","과천선","과천","4371","3821","20210608",""
"20210605","과천선","정부과천청사","6108","5962","20210608",""
"20210605","과천선","인덕원","15048","14458","20210608",""
"20210605","과천선","평촌","8802","8751","20210608",""
"20210605","과천선","범계","19554","19115","20210608",""
"20210605","분당선","선릉","5105","7685","20210608",""
"20210605","분당선","한티","11514","11091","20210608",""
"20210605","분당선","도곡","4285","3840","20210608",""
"20210605","분당선","구룡","1530","1395","20210608",""
"20210605","분당선","개포동","2695","2610","20210608",""
"20210605","분당선","대모산입구","2421","2190","20210608",""
"20210605","장항선","봉명","793","710","20210608",""
"20210605","분당선","수서","9459","10205","20210608",""
"20210605","분당선","수원","7371","6187","20210608",""
"20210605","분당선","서울숲","10134","10743","20210608",""
"20210605","분당선","압구정로데오","18267","20479","20210608",""
"20210605","분당선","강남구청","5391","6623","20210608",""
"20210605","분당선","선정릉","3632","3773","20210608",""
"20210605","분당선","가천대","4973","5490","20210608",""
"20210605","분당선","태평","10284","9621","20210608",""
"20210605","분당선","모란","15540","15306","20210608",""
"20210605","분당선","야탑","16541","17457","20210608",""
"20210605","분당선","서현","17573","17878","20210608",""
"20210605","분당선","수내","8480","7909","20210608",""
"20210605","분당선","정자","10654","11000","20210608",""
"20210605","분당선","미금","10735","11186","20210608",""
"20210605","분당선","오리","7522","6307","20210608",""
"20210605","분당선","이매","3953","3818","20210608",""
"20210605","분당선","보정","1546","1406","20210608",""
"20210605","분당선","죽전","9832","10947","20210608",""
"20210605","분당선","구성","3111","3171","20210608",""
"20210605","분당선","신갈","2862","2783","20210608",""
"20210605","분당선","기흥","6494","6450","20210608",""
"20210605","분당선","상갈","3747","3763","20210608",""
"20210605","분당선","청명","2886","2694","20210608",""
"20210605","분당선","영통","6437","6312","20210608",""
"20210605","분당선","망포","9197","8288","20210608",""
"20210605","분당선","매탄권선","3444","3220","20210608",""
"20210605","분당선","수원시청","10375","11216","20210608",""
"20210605","분당선","매교","2109","2120","20210608",""
"20210605","수인선","고색","2347","2312","20210608",""
"20210605","수인선","오목천","2007","1732","20210608",""
"20210605","수인선","어천","668","578","20210608",""
"20210605","수인선","야목","180","210","20210608",""
"20210605","수인선","사리","3170","2809","20210608",""
"20210605","수인선","달월","56","56","20210608",""
"20210605","수인선","월곶","2169","2017","20210608",""
"20210605","수인선","소래포구","5813","5902","20210608",""
"20210605","수인선","인천논현","4706","4858","20210608",""
"20210605","수인선","호구포","2515","2437","20210608",""
"20210605","수인선","남동인더스파크","1072","1008","20210608",""
"20210605","수인선","원인재","3688","3884","20210608",""
"20210605","수인선","연수","3790","3820","20210608",""
"20210605","수인선","송도","2253","2173","20210608",""
"20210605","수인선","인하대","4056","3897","20210608",""
"20210605","수인선","숭의","2748","2484","20210608",""
"20210605","수인선","신포","1489","1539","20210608",""
"20210605","수인선","인천","1320","2071","20210608",""
"20210605","안산선","산본","12246","12965","20210608",""
"20210605","안산선","대야미","4100","3615","20210608",""
"20210605","안산선","반월","3471","3313","20210608",""
"20210605","안산선","상록수","12213","12143","20210608",""
"20210605","안산선","한대앞","7184","7150","20210608",""
"20210605","안산선","중앙","15569","16178","20210608",""
"20210605","안산선","고잔","6380","6212","20210608",""
"20210605","안산선","초지","3256","3343","20210608",""
"20210605","안산선","안산","9858","10168","20210608",""
"20210605","안산선","신길온천","1409","1384","20210608",""
"20210605","안산선","정왕","6194","6375","20210608",""
"20210605","안산선","오이도","7477","7836","20210608",""
"20210605","안산선","수리산","2930","2580","20210608",""
"20210605","우이신설선","북한산우이","3445","3608","20210608",""
"20210605","우이신설선","솔밭공원","1798","1718","20210608",""
"20210605","우이신설선","4.19민주묘지","2404","2005","20210608",""
"20210605","우이신설선","가오리","2874","2776","20210608",""
"20210605","우이신설선","화계","2399","2181","20210608",""
"20210605","우이신설선","삼양","1459","1508","20210608",""
"20210605","우이신설선","삼양사거리","1872","1901","20210608",""
"20210605","우이신설선","솔샘","3616","3214","20210608",""
"20210605","우이신설선","북한산보국문","4453","4021","20210608",""
"20210605","우이신설선","정릉","3456","2895","20210608",""
"20210605","우이신설선","성신여대입구(돈암)","2661","3118","20210608",""
"20210605","우이신설선","보문","1127","1130","20210608",""
"20210605","우이신설선","신설동","1432","1362","20210608",""
"20210605","일산선","원흥","7288","7040","20210608",""
"20210605","일산선","지축","1","0","20210608",""
"20210605","일산선","삼송","13120","12903","20210608",""
"20210605","일산선","원당","8357","7948","20210608",""
"20210605","일산선","화정","12674","13038","20210608",""
"20210605","일산선","대곡","1448","1255","20210608",""
"20210605","일산선","백석","7684","7746","20210608",""
"20210605","일산선","마두","5111","5062","20210608",""
"20210605","일산선","정발산","6515","6833","20210608",""
"20210605","일산선","주엽","6485","6342","20210608",""
"20210605","일산선","대화","9257","8589","20210608",""
"20210605","중앙선","구리","10388","10550","20210608",""
"20210605","중앙선","양원","1330","1380","20210608",""
"20210605","중앙선","망우","6537","6302","20210608",""
"20210605","중앙선","상봉(시외버스터미널)","5215","4899","20210608",""
"20210605","중앙선","중랑","4488","4275","20210608",""
"20210605","중앙선","회기","18963","17863","20210608",""
"20210605","장항선","신창(순천향대)","1065","1011","20210608",""
"20210605","장항선","온양온천","3414","3453","20210608",""
"20210605","장항선","배방","1018","976","20210608",""
"20210605","장항선","아산","2679","2673","20210608",""
"20210605","장항선","쌍용(나사렛대)","1491","1353","20210608",""
"20210605","7호선","남성","7637","7136","20210608",""
"20210605","경의선","문산","4570","4486","20210608",""
"20210605","경의선","임진강","114","88","20210608",""
"20210605","경인선","개봉","16144","15736","20210608",""
"20210605","경인선","오류동","9124","8464","20210608",""
"20210605","경인선","역곡","19846","19509","20210608",""
"20210605","경인선","부천","28334","26615","20210608",""
"20210605","경인선","송내","17908","17830","20210608",""
"20210605","경인선","부평","28739","31308","20210608",""
"20210605","경인선","백운","5377","5334","20210608",""
"20210605","경인선","동암","12438","12599","20210608",""
"20210605","경인선","주안","15026","13431","20210608",""
"20210605","경인선","제물포","7562","7468","20210608",""
"20210605","경인선","동인천","11838","11911","20210608",""
"20210605","경인선","인천","4533","3929","20210608",""
"20210605","경인선","구일","5496","5166","20210608",""
"20210605","경인선","소사","7074","7131","20210608",""
"20210605","경인선","부개","6297","5777","20210608",""
"20210605","경인선","간석","4654","4325","20210608",""
"20210605","경인선","도원","2251","2260","20210608",""
"20210605","경인선","온수(성공회대입구)","5080","4573","20210608",""
"20210605","경인선","중동","6632","6247","20210608",""
"20210605","경인선","도화","3224","2888","20210608",""
"20210605","경춘선","신내","1127","1123","20210608",""
"20210605","경춘선","갈매","1996","1766","20210608",""
"20210605","경춘선","별내","2369","2288","20210608",""
"20210605","경춘선","퇴계원","2677","2466","20210608",""
"20210605","경춘선","사릉","2374","2287","20210608",""
"20210605","경춘선","금곡","1195","1070","20210608",""
"20210605","경춘선","평내호평","4847","4698","20210608",""
"20210605","경춘선","천마산","1378","1469","20210608",""
"20210605","경춘선","마석","3208","3287","20210608",""
"20210605","경춘선","대성리","675","790","20210608",""
"20210605","경춘선","청평","1672","1947","20210608",""
"20210605","경춘선","상천","470","429","20210608",""
"20210605","경춘선","가평","2292","2377","20210608",""
"20210605","경춘선","굴봉산","210","274","20210608",""
"20210605","경춘선","백양리","140","181","20210608",""
"20210605","경춘선","강촌","872","892","20210608",""
"20210605","경춘선","김유정","569","708","20210608",""
"20210605","경춘선","남춘천","2419","2564","20210608",""
"20210605","경춘선","춘천","1972","1663","20210608",""
"20210605","공항철도 1호선","서울역","6465","6593","20210608",""
"20210605","공항철도 1호선","공덕","1438","2135","20210608",""
"20210605","공항철도 1호선","홍대입구","11634","11207","20210608",""
"20210605","공항철도 1호선","디지털미디어시티","4909","4395","20210608",""
"20210605","공항철도 1호선","마곡나루(서울식물원)","3207","3368","20210608",""
"20210605","공항철도 1호선","김포공항","11019","5842","20210608",""
"20210605","공항철도 1호선","계양","6420","5868","20210608",""
"20210605","공항철도 1호선","검암","4494","4640","20210608",""
"20210605","공항철도 1호선","청라국제도시","3976","3786","20210608",""
"20210605","공항철도 1호선","운서","5598","5765","20210608",""
"20210605","공항철도 1호선","공항화물청사","1341","1367","20210608",""
"20210605","공항철도 1호선","인천공항1터미널","2882","3132","20210608",""
"20210605","공항철도 1호선","인천공항2터미널","1588","1481","20210608",""
"20210606","9호선","당산","8171","8011","20210609",""
"20210606","9호선","샛강","1689","1629","20210609",""
"20210606","1호선","서울역","23747","20893","20210609",""
"20210606","1호선","동묘앞","12501","12489","20210609",""
"20210606","1호선","시청","6610","6440","20210609",""
